usage_kWh,max_demand_kW,reactive_usage_kWh_kVarh_inductive,reactive_usage_kWh_kVarh_capacitive,CO2_tCO2,usage_kWh_factor_inductive,usage_kWh_factor_capacitive
-0.21177541974318073,-0.21177541974318073,-0.5185245920551557,-0.2009826202099547,-0.6273720470876352,0.4201752480575279,0.037542831779304925
-0.21994961791272513,-0.21994961791272513,-0.5185245920551557,-0.2009826202099547,-0.6273720470876352,0.4201752480575279,0.037542831779304925
-0.1790786270650029,-0.1790786270650029,-0.5185245920551557,-0.2009826202099547,-0.6273720470876352,0.4201752480575279,0.037542831779304925
-0.21586251882795293,-0.21586251882795293,-0.5185245920551557,-0.2009826202099547,-0.6273720470876352,0.4201752480575279,0.037542831779304925
-0.21586251882795293,-0.21586251882795293,-0.5185245920551557,-0.2009826202099547,-0.6273720470876352,0.4201752480575279,0.037542831779304925
-0.21177541974318073,-0.21177541974318073,-0.5185245920551557,-0.2009826202099547,-0.6273720470876352,0.4201752480575279,0.037542831779304925
-0.21381896928556682,-0.21381896928556682,-0.5185245920551557,-0.2009826202099547,-0.6273720470876352,0.4201752480575279,0.037542831779304925
-0.21381896928556682,-0.21381896928556682,-0.5185245920551557,-0.2009826202099547,-0.6273720470876352,0.4201752480575279,0.037542831779304925
-0.21381896928556682,-0.21381896928556682,-0.5185245920551557,-0.2009826202099547,-0.6273720470876352,0.4201752480575279,0.037542831779304925
-0.21586251882795293,-0.21586251882795293,-0.5185245920551557,-0.2009826202099547,-0.6273720470876352,0.4201752480575279,0.037542831779304925
-0.21586251882795293,-0.21586251882795293,-0.5185245920551557,-0.2009826202099547,-0.6273720470876352,0.4201752480575279,0.037542831779304925
-0.21994961791272513,-0.21994961791272513,-0.5185245920551557,-0.2009826202099547,-0.6273720470876352,0.4201752480575279,0.037542831779304925
-0.21586251882795293,-0.21586251882795293,-0.5185245920551557,-0.2009826202099547,-0.6273720470876352,0.4201752480575279,0.037542831779304925
-0.21381896928556682,-0.21381896928556682,-0.5185245920551557,-0.2009826202099547,-0.6273720470876352,0.4201752480575279,0.037542831779304925
-0.21381896928556682,-0.21381896928556682,-0.5185245920551557,-0.2009826202099547,-0.6273720470876352,0.4201752480575279,0.037542831779304925
0.06410376847894414,0.06410376847894414,-0.45974792666333636,1.5204882632473598,-0.6273720470876352,0.41184195135728235,0.026335613315056974
0.7119089734153409,0.7119089734153409,-0.30150305830074586,6.397989099709751,1.412129065213841,0.38517540191649485,-0.01569145592586119
0.7098654238729548,0.7098654238729548,-0.30602434025396275,6.541445006664527,1.412129065213841,0.3868420612565421,-0.018493260541925512
0.7057783247881824,0.7057783247881824,-0.30602434025396275,6.397989099709751,1.412129065213841,0.3868420612565421,-0.018493260541925512
0.7098654238729548,0.7098654238729548,-0.30150305830074586,6.541445006664527,1.412129065213841,0.38517540191649485,-0.018493260541925512
0.7098654238729548,0.7098654238729548,-0.30602434025396275,6.397989099709751,1.412129065213841,0.3868420612565421,-0.01569145592586119
0.7098654238729548,0.7098654238729548,-0.30602434025396275,6.397989099709751,1.412129065213841,0.3868420612565421,-0.01569145592586119
0.7078218743305686,0.7078218743305686,-0.30602434025396275,6.254533192754975,1.412129065213841,0.3868420612565421,-0.01569145592586119
0.7037347752457964,0.7037347752457964,-0.30602434025396275,6.397989099709751,1.412129065213841,0.3868420612565421,-0.018493260541925512
0.695560577076252,0.695560577076252,-0.30602434025396275,6.397989099709751,1.412129065213841,0.38517540191649485,-0.018493260541925512
0.7180396220424993,0.7180396220424993,-0.2472476748621435,6.1110772858001985,1.412129065213841,0.3651754898359019,-0.01288965130980309
0.5055104696343438,0.5055104696343438,1.0322751178982308,-0.2009826202099547,1.412129065213841,-1.57148266330137,0.037542831779304925
0.248023227293694,0.248023227293694,0.7203066631262667,-0.2009826202099547,-0.6273720470876352,-1.5581493885809754,0.037542831779304925
-0.09529309582717246,-0.09529309582717246,-0.5094820281487219,-0.2009826202099547,-0.6273720470876352,0.4201752480575279,0.037542831779304925
0.004840831749746953,0.004840831749746953,-0.4913969003358544,0.08592919369959773,-0.6273720470876352,0.41850858871747876,0.037542831779304925
0.39107169526072166,0.39107169526072166,-0.400971261271517,3.241959146704674,1.412129065213841,0.40350865465703684,0.012326590234750918
-0.05237855543706412,-0.05237855543706412,-0.5094820281487219,-0.2009826202099547,-0.6273720470876352,0.4201752480575279,0.037542831779304925
-0.04011725818274749,-0.04011725818274749,-0.4868756183826375,-0.2009826202099547,-0.6273720470876352,0.41684192937742964,0.037542831779304925
0.8508703422975965,0.8508703422975965,1.3894563922023633,-0.2009826202099547,1.412129065213841,-1.4814830589387076,0.037542831779304925
2.1832646439333394,2.1832646439333394,2.9402561021557494,-0.2009826202099547,1.412129065213841,-1.4881496962989058,0.037542831779304925
1.2902334939106097,1.2902334939106097,1.7511589484597128,-0.2009826202099547,1.412129065213841,-1.2898172348330403,0.037542831779304925
1.3086254397920847,1.3086254397920847,1.5567438244713876,-0.2009826202099547,1.412129065213841,-1.0231517404251524,0.037542831779304925
1.2554931516900458,1.2554931516900458,1.574828952284255,-0.2009826202099547,1.412129065213841,-1.111484685447766,0.037542831779304925
1.3413222324702625,1.3413222324702625,1.574828952284255,-0.2009826202099547,1.412129065213841,-1.0064851470246614,0.037542831779304925
1.8767322125754233,1.8767322125754233,2.8588730269978457,-0.2009826202099547,1.412129065213841,-1.773148443447332,0.037542831779304925
2.195525941187656,2.195525941187656,2.9086071284832316,-0.2009826202099547,1.412129065213841,-1.4464832127976726,0.037542831779304925
2.0340855273391534,2.0340855273391534,2.9583412299686174,-0.2009826202099547,1.412129065213841,-1.6748155423844238,0.037542831779304925
1.7990773299647511,1.7990773299647511,3.003554049500786,-0.2009826202099547,1.412129065213841,-2.03981393785522,0.037542831779304925
