datetime,사용량 (kWh),최대수요 (kW),무효전력 (kVarh)_지상,무효전력 (kVarh)_진상,CO2 (tCO2),역률 (%)_지상,역률 (%)_진상
2024-08-06 00:15:00,1.16,4.64,0.5,0.0,0.0,91.83,100.0
2024-08-06 00:30:00,1.5,6.0,0.4,0.0,0.0,96.62,100.0
2024-08-06 00:45:00,1.06,4.24,0.44,0.0,0.0,92.36,100.0
2024-08-06 01:00:00,1.04,4.16,0.34,0.0,0.0,95.05,100.0
2024-08-06 01:15:00,1.0,4.0,0.18,0.0,0.0,98.42,100.0
2024-08-06 01:30:00,5.78,23.12,0.18,0.0,0.0,99.95,100.0
2024-08-06 01:45:00,6.5,26.0,0.18,0.0,0.0,99.96,100.0
2024-08-06 02:00:00,6.5,26.0,0.14,0.0,0.0,99.98,100.0
2024-08-06 02:15:00,6.54,26.16,0.16,0.0,0.0,99.97,100.0
2024-08-06 02:30:00,6.56,26.24,0.16,0.0,0.0,99.97,100.0
2024-08-06 02:45:00,6.54,26.16,0.18,0.0,0.0,99.96,100.0
2024-08-06 03:00:00,6.58,26.32,0.24,0.0,0.0,99.93,100.0
2024-08-06 03:15:00,6.44,25.76,0.22,0.0,0.0,99.94,100.0
2024-08-06 03:30:00,5.94,23.76,0.0,0.0,0.0,100.0,100.0
2024-08-06 03:45:00,6.18,24.72,0.0,0.0,0.0,100.0,100.0
2024-08-06 04:00:00,5.88,23.52,0.0,0.0,0.0,100.0,100.0
2024-08-06 04:15:00,5.86,23.44,0.0,0.0,0.0,100.0,100.0
2024-08-06 04:30:00,5.88,23.52,0.0,0.0,0.0,100.0,100.0
2024-08-06 04:45:00,5.88,23.52,0.0,0.0,0.0,100.0,100.0
2024-08-06 05:00:00,5.86,23.44,0.0,0.0,0.0,100.0,100.0
2024-08-06 05:15:00,5.88,23.52,0.0,0.0,0.0,100.0,100.0
2024-08-06 05:30:00,5.82,23.28,0.0,0.0,0.0,100.0,100.0
2024-08-06 05:45:00,5.86,23.44,0.0,0.0,0.0,100.0,100.0
2024-08-06 06:00:00,5.82,23.28,0.0,0.0,0.0,100.0,100.0
2024-08-06 06:15:00,9.88,39.52,2.36,0.0,0.0,97.26,100.0
2024-08-06 06:30:00,17.7,70.8,3.56,0.52,0.01,98.04,99.96
2024-08-06 06:45:00,15.64,62.56,1.06,0.92,0.01,99.77,99.83
2024-08-06 07:00:00,15.46,61.84,1.02,0.94,0.01,99.78,99.82
2024-08-06 07:15:00,17.28,69.12,1.04,0.94,0.01,99.82,99.85
2024-08-06 07:30:00,8.38,33.52,0.02,0.0,0.0,100.0,100.0
2024-08-06 07:45:00,8.48,33.92,0.14,0.0,0.0,99.99,100.0
2024-08-06 08:00:00,8.28,33.12,0.08,0.02,0.0,100.0,100.0
2024-08-06 08:15:00,14.48,57.92,8.44,0.0,0.01,86.4,100.0
2024-08-06 08:30:00,27.38,109.52,15.92,0.0,0.01,86.45,100.0
2024-08-06 08:45:00,25.72,102.88,15.56,0.0,0.01,85.56,100.0
2024-08-06 09:00:00,26.18,104.72,15.62,0.0,0.01,85.88,100.0
2024-08-06 09:15:00,26.52,106.08,15.56,0.0,0.01,86.25,100.0
2024-08-06 09:30:00,26.44,105.76,15.32,0.0,0.01,86.52,100.0
2024-08-06 09:45:00,27.02,108.08,15.56,0.0,0.01,86.66,100.0
2024-08-06 10:00:00,27.16,108.64,15.4,0.0,0.01,86.99,100.0
2024-08-06 10:15:00,28.12,112.48,14.94,0.0,0.01,88.31,100.0
2024-08-06 10:30:00,22.2,88.8,9.5,0.0,0.01,91.94,100.0
2024-08-06 10:45:00,20.16,80.64,9.72,0.0,0.01,90.08,100.0
2024-08-06 11:00:00,20.26,81.04,9.66,0.0,0.01,90.26,100.0
2024-08-06 11:15:00,28.88,115.52,13.4,0.0,0.01,90.71,100.0
2024-08-06 11:30:00,30.86,123.44,15.72,0.0,0.01,89.11,100.0
2024-08-06 11:45:00,29.76,119.04,15.68,0.0,0.01,88.47,100.0
2024-08-06 12:00:00,27.94,111.76,15.5,0.0,0.01,87.45,100.0
2024-08-06 12:15:00,8.92,35.68,2.48,0.0,0.0,96.35,100.0
2024-08-06 12:30:00,6.08,24.32,0.14,0.0,0.0,99.97,100.0
2024-08-06 12:45:00,6.14,24.56,0.12,0.0,0.0,99.98,100.0
2024-08-06 13:00:00,5.9,23.6,0.14,0.0,0.0,99.97,100.0
2024-08-06 13:15:00,18.78,75.12,8.72,0.04,0.01,90.7,100.0
2024-08-06 13:30:00,21.48,85.92,9.58,0.0,0.01,91.33,100.0
2024-08-06 13:45:00,20.78,83.12,10.6,0.0,0.01,89.08,100.0
2024-08-06 14:00:00,29.3,117.2,15.58,0.0,0.01,88.29,100.0
2024-08-06 14:15:00,31.28,125.12,15.62,0.0,0.01,89.47,100.0
2024-08-06 14:30:00,28.48,113.92,15.44,0.0,0.01,87.91,100.0
2024-08-06 14:45:00,20.16,80.64,9.88,0.0,0.01,89.8,100.0
2024-08-06 15:00:00,19.26,77.04,9.7,0.0,0.01,89.31,100.0
2024-08-06 15:15:00,19.16,76.64,9.46,0.0,0.01,89.67,100.0
2024-08-06 15:30:00,20.78,83.12,10.96,0.0,0.01,88.45,100.0
2024-08-06 15:45:00,22.98,91.92,11.28,0.0,0.01,89.77,100.0
2024-08-06 16:00:00,19.28,77.12,10.06,0.0,0.01,88.66,100.0
2024-08-06 16:15:00,19.24,76.96,9.68,0.0,0.01,89.33,100.0
2024-08-06 16:30:00,23.54,94.16,10.14,0.0,0.01,91.84,100.0
2024-08-06 16:45:00,27.14,108.56,16.08,0.0,0.01,86.03,100.0
2024-08-06 17:00:00,25.14,100.56,16.28,0.0,0.01,83.94,100.0
2024-08-06 17:15:00,26.66,106.64,15.72,0.0,0.01,86.14,100.0
2024-08-06 17:30:00,19.88,79.52,10.18,0.0,0.01,89.01,100.0
2024-08-06 17:45:00,17.92,71.68,9.82,0.0,0.01,87.7,100.0
2024-08-06 18:00:00,13.74,54.96,8.82,0.0,0.01,84.15,100.0
2024-08-06 18:15:00,1.44,5.76,0.04,0.08,0.0,99.96,99.85
2024-08-06 18:30:00,0.92,3.68,0.0,0.1,0.0,100.0,99.41
2024-08-06 18:45:00,0.94,3.76,0.0,0.1,0.0,100.0,99.44
2024-08-06 19:00:00,0.84,3.36,0.0,0.08,0.0,100.0,99.55
2024-08-06 19:15:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-06 19:30:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-06 19:45:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-06 20:00:00,0.3,1.2,0.0,0.0,0.0,100.0,100.0
2024-08-06 20:15:00,0.3,1.2,0.0,0.0,0.0,100.0,100.0
2024-08-06 20:30:00,0.3,1.2,0.0,0.0,0.0,100.0,100.0
2024-08-06 20:45:00,0.24,0.96,0.0,0.0,0.0,100.0,100.0
2024-08-06 21:00:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-06 21:15:00,0.5,2.0,0.0,0.0,0.0,100.0,100.0
2024-08-06 21:30:00,0.48,1.92,0.0,0.0,0.0,100.0,100.0
2024-08-06 21:45:00,0.32,1.28,0.0,0.0,0.0,100.0,100.0
2024-08-06 22:00:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-06 22:15:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-06 22:30:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-06 22:45:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-06 23:00:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-06 23:15:00,0.24,0.96,0.0,0.0,0.0,100.0,100.0
2024-08-06 23:30:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-06 23:45:00,0.2,0.8,0.0,0.0,0.0,100.0,100.0
2024-08-07 00:00:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-07 00:15:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-07 00:30:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-07 00:45:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-07 01:00:00,0.56,2.24,0.0,0.0,0.0,100.0,100.0
2024-08-07 01:15:00,0.36,1.44,0.0,0.0,0.0,100.0,100.0
2024-08-07 01:30:00,5.1,20.4,0.0,0.0,0.0,100.0,100.0
2024-08-07 01:45:00,5.82,23.28,0.0,0.0,0.0,100.0,100.0
2024-08-07 02:00:00,5.82,23.28,0.0,0.0,0.0,100.0,100.0
2024-08-07 02:15:00,5.84,23.36,0.0,0.0,0.0,100.0,100.0
2024-08-07 02:30:00,5.84,23.36,0.0,0.0,0.0,100.0,100.0
2024-08-07 02:45:00,5.86,23.44,0.0,0.0,0.0,100.0,100.0
2024-08-07 03:00:00,5.82,23.28,0.0,0.0,0.0,100.0,100.0
2024-08-07 03:15:00,5.86,23.44,0.0,0.0,0.0,100.0,100.0
2024-08-07 03:30:00,5.82,23.28,0.0,0.0,0.0,100.0,100.0
2024-08-07 03:45:00,5.84,23.36,0.0,0.0,0.0,100.0,100.0
2024-08-07 04:00:00,5.9,23.6,0.0,0.0,0.0,100.0,100.0
2024-08-07 04:15:00,5.84,23.36,0.0,0.0,0.0,100.0,100.0
2024-08-07 04:30:00,5.88,23.52,0.0,0.0,0.0,100.0,100.0
2024-08-07 04:45:00,6.24,24.96,0.0,0.0,0.0,100.0,100.0
2024-08-07 05:00:00,5.86,23.44,0.0,0.0,0.0,100.0,100.0
2024-08-07 05:15:00,5.82,23.28,0.0,0.0,0.0,100.0,100.0
2024-08-07 05:30:00,5.86,23.44,0.0,0.0,0.0,100.0,100.0
2024-08-07 05:45:00,5.86,23.44,0.0,0.0,0.0,100.0,100.0
2024-08-07 06:00:00,5.84,23.36,0.0,0.0,0.0,100.0,100.0
2024-08-07 06:15:00,11.92,47.68,5.4,0.0,0.01,91.09,100.0
2024-08-07 06:30:00,16.9,67.6,2.6,0.68,0.01,98.84,99.92
2024-08-07 06:45:00,15.56,62.24,1.02,0.92,0.01,99.79,99.83
2024-08-07 07:00:00,16.76,67.04,1.06,0.92,0.01,99.8,99.85
2024-08-07 07:15:00,17.56,70.24,1.02,0.96,0.01,99.83,99.85
2024-08-07 07:30:00,16.7,66.8,1.04,0.98,0.01,99.81,99.83
2024-08-07 07:45:00,10.1,40.4,0.44,0.3,0.0,99.91,99.96
2024-08-07 08:00:00,7.68,30.72,0.14,0.0,0.0,99.98,100.0
2024-08-07 08:15:00,15.06,60.24,9.78,0.0,0.01,83.87,100.0
2024-08-07 08:30:00,23.16,92.64,15.4,0.0,0.01,83.27,100.0
2024-08-07 08:45:00,21.82,87.28,12.86,0.0,0.01,86.15,100.0
2024-08-07 09:00:00,26.74,106.96,15.06,0.0,0.01,87.13,100.0
2024-08-07 09:15:00,22.38,89.52,13.06,0.0,0.01,86.37,100.0
2024-08-07 09:30:00,23.88,95.52,10.72,0.0,0.01,91.23,100.0
2024-08-07 09:45:00,26.8,107.2,15.48,0.0,0.01,86.59,100.0
2024-08-07 10:00:00,25.02,100.08,15.68,0.0,0.01,84.74,100.0
2024-08-07 10:15:00,27.26,109.04,15.68,0.0,0.01,86.68,100.0
2024-08-07 10:30:00,29.0,116.0,15.36,0.0,0.01,88.37,100.0
2024-08-07 10:45:00,28.1,112.4,15.9,0.0,0.01,87.03,100.0
2024-08-07 11:00:00,29.5,118.0,15.66,0.0,0.01,88.33,100.0
2024-08-07 11:15:00,28.38,113.52,15.88,0.0,0.01,87.27,100.0
2024-08-07 11:30:00,27.98,111.92,15.78,0.0,0.01,87.1,100.0
2024-08-07 11:45:00,26.62,106.48,16.02,0.0,0.01,85.68,100.0
2024-08-07 12:00:00,25.42,101.68,15.82,0.0,0.01,84.9,100.0
2024-08-07 12:15:00,11.02,44.08,2.88,0.14,0.01,96.75,99.99
2024-08-07 12:30:00,5.96,23.84,0.1,0.0,0.0,99.99,100.0
2024-08-07 12:45:00,6.3,25.2,0.12,0.0,0.0,99.98,100.0
2024-08-07 13:00:00,7.96,31.84,0.34,0.16,0.0,99.91,99.98
2024-08-07 13:15:00,20.5,82.0,13.7,0.02,0.01,83.14,100.0
2024-08-07 13:30:00,24.14,96.56,15.76,0.0,0.01,83.73,100.0
2024-08-07 13:45:00,24.6,98.4,15.38,0.0,0.01,84.79,100.0
2024-08-07 14:00:00,27.82,111.28,15.44,0.0,0.01,87.44,100.0
2024-08-07 14:15:00,29.36,117.44,15.48,0.0,0.01,88.46,100.0
2024-08-07 14:30:00,30.72,122.88,15.28,0.0,0.01,89.54,100.0
2024-08-07 14:45:00,28.0,112.0,15.64,0.0,0.01,87.3,100.0
2024-08-07 15:00:00,27.52,110.08,15.62,0.0,0.01,86.97,100.0
2024-08-07 15:15:00,28.36,113.44,15.32,0.0,0.01,87.98,100.0
2024-08-07 15:30:00,30.54,122.16,15.2,0.0,0.01,89.52,100.0
2024-08-07 15:45:00,28.56,114.24,15.66,0.0,0.01,87.68,100.0
2024-08-07 16:00:00,34.66,138.64,15.58,0.0,0.02,91.21,100.0
2024-08-07 16:15:00,32.2,128.8,15.46,0.0,0.02,90.15,100.0
2024-08-07 16:30:00,33.06,132.24,15.48,0.0,0.02,90.56,100.0
2024-08-07 16:45:00,33.32,133.28,15.56,0.0,0.02,90.61,100.0
2024-08-07 17:00:00,31.64,126.56,15.84,0.0,0.02,89.42,100.0
2024-08-07 17:15:00,26.02,104.08,16.16,0.0,0.01,84.95,100.0
2024-08-07 17:30:00,22.2,88.8,12.3,0.0,0.01,87.47,100.0
2024-08-07 17:45:00,14.62,58.48,8.14,0.0,0.01,87.37,100.0
2024-08-07 18:00:00,12.84,51.36,7.32,0.0,0.01,86.87,100.0
2024-08-07 18:15:00,13.76,55.04,9.32,0.0,0.01,82.8,100.0
2024-08-07 18:30:00,14.16,56.64,9.26,0.0,0.01,83.69,100.0
2024-08-07 18:45:00,5.26,21.04,2.84,0.02,0.0,87.99,100.0
2024-08-07 19:00:00,1.98,7.92,0.72,0.0,0.0,93.98,100.0
2024-08-07 19:15:00,1.44,5.76,0.72,0.0,0.0,89.44,100.0
2024-08-07 19:30:00,1.42,5.68,0.68,0.0,0.0,90.19,100.0
2024-08-07 19:45:00,1.42,5.68,0.68,0.0,0.0,90.19,100.0
2024-08-07 20:00:00,1.36,5.44,0.64,0.0,0.0,90.48,100.0
2024-08-07 20:15:00,1.26,5.04,0.56,0.0,0.0,91.38,100.0
2024-08-07 20:30:00,1.12,4.48,0.4,0.0,0.0,94.17,100.0
2024-08-07 20:45:00,1.0,4.0,0.18,0.0,0.0,98.42,100.0
2024-08-07 21:00:00,0.96,3.84,0.16,0.0,0.0,98.64,100.0
2024-08-07 21:15:00,0.98,3.92,0.18,0.0,0.0,98.35,100.0
2024-08-07 21:30:00,0.96,3.84,0.18,0.0,0.0,98.29,100.0
2024-08-07 21:45:00,0.96,3.84,0.16,0.0,0.0,98.64,100.0
2024-08-07 22:00:00,0.94,3.76,0.16,0.0,0.0,98.58,100.0
2024-08-07 22:15:00,0.96,3.84,0.16,0.0,0.0,98.64,100.0
2024-08-07 22:30:00,0.88,3.52,0.16,0.0,0.0,98.39,100.0
2024-08-07 22:45:00,0.46,1.84,0.0,0.0,0.0,100.0,100.0
2024-08-07 23:00:00,0.52,2.08,0.0,0.0,0.0,100.0,100.0
2024-08-07 23:15:00,0.3,1.2,0.0,0.0,0.0,100.0,100.0
2024-08-07 23:30:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-07 23:45:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-08 00:00:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-08 00:15:00,0.22,0.88,0.0,0.0,0.0,100.0,100.0
2024-08-08 00:30:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-08 00:45:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-08 01:00:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-08 01:15:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-08 01:30:00,5.06,20.24,0.0,0.0,0.0,100.0,100.0
2024-08-08 01:45:00,5.72,22.88,0.0,0.0,0.0,100.0,100.0
2024-08-08 02:00:00,5.76,23.04,0.0,0.0,0.0,100.0,100.0
2024-08-08 02:15:00,5.96,23.84,0.0,0.0,0.0,100.0,100.0
2024-08-08 02:30:00,5.98,23.92,0.0,0.0,0.0,100.0,100.0
2024-08-08 02:45:00,5.78,23.12,0.0,0.0,0.0,100.0,100.0
2024-08-08 03:00:00,5.8,23.2,0.0,0.0,0.0,100.0,100.0
2024-08-08 03:15:00,5.76,23.04,0.0,0.0,0.0,100.0,100.0
2024-08-08 03:30:00,5.74,22.96,0.0,0.0,0.0,100.0,100.0
2024-08-08 03:45:00,5.8,23.2,0.0,0.0,0.0,100.0,100.0
2024-08-08 04:00:00,5.78,23.12,0.0,0.0,0.0,100.0,100.0
2024-08-08 04:15:00,5.8,23.2,0.0,0.0,0.0,100.0,100.0
2024-08-08 04:30:00,5.8,23.2,0.0,0.0,0.0,100.0,100.0
2024-08-08 04:45:00,5.82,23.28,0.0,0.0,0.0,100.0,100.0
2024-08-08 05:00:00,5.78,23.12,0.0,0.0,0.0,100.0,100.0
2024-08-08 05:15:00,5.78,23.12,0.0,0.0,0.0,100.0,100.0
2024-08-08 05:30:00,5.84,23.36,0.0,0.0,0.0,100.0,100.0
2024-08-08 05:45:00,6.06,24.24,0.0,0.0,0.0,100.0,100.0
2024-08-08 06:00:00,5.76,23.04,0.0,0.0,0.0,100.0,100.0
2024-08-08 06:15:00,5.74,22.96,0.0,0.0,0.0,100.0,100.0
2024-08-08 06:30:00,15.64,62.56,4.16,0.2,0.01,96.64,99.99
2024-08-08 06:45:00,15.38,61.52,1.02,0.88,0.01,99.78,99.84
2024-08-08 07:00:00,15.4,61.6,1.02,0.88,0.01,99.78,99.84
2024-08-08 07:15:00,15.44,61.76,1.06,0.86,0.01,99.77,99.85
2024-08-08 07:30:00,16.18,64.72,1.06,0.96,0.01,99.79,99.82
2024-08-08 07:45:00,13.7,54.8,0.78,0.68,0.01,99.84,99.88
2024-08-08 08:00:00,7.16,28.64,0.08,0.0,0.0,99.99,100.0
2024-08-08 08:15:00,10.84,43.36,4.34,0.0,0.01,92.84,100.0
2024-08-08 08:30:00,19.4,77.6,9.96,0.0,0.01,88.96,100.0
2024-08-08 08:45:00,27.32,109.28,15.0,0.0,0.01,87.66,100.0
2024-08-08 09:00:00,25.5,102.0,15.54,0.0,0.01,85.39,100.0
2024-08-08 09:15:00,25.1,100.4,15.74,0.0,0.01,84.72,100.0
2024-08-08 09:30:00,21.8,87.2,9.12,0.0,0.01,92.25,100.0
2024-08-08 09:45:00,21.1,84.4,9.34,0.0,0.01,91.44,100.0
2024-08-08 10:00:00,21.94,87.76,9.88,0.0,0.01,91.18,100.0
2024-08-08 10:15:00,19.68,78.72,9.72,0.0,0.01,89.66,100.0
2024-08-08 10:30:00,20.62,82.48,9.34,0.0,0.01,91.09,100.0
2024-08-08 10:45:00,19.62,78.48,9.68,0.0,0.01,89.68,100.0
2024-08-08 11:00:00,19.54,78.16,9.34,0.0,0.01,90.22,100.0
2024-08-08 11:15:00,20.98,83.92,9.52,0.0,0.01,91.06,100.0
2024-08-08 11:30:00,19.06,76.24,9.74,0.0,0.01,89.05,100.0
2024-08-08 11:45:00,18.76,75.04,10.04,0.0,0.01,88.17,100.0
2024-08-08 12:00:00,20.04,80.16,9.84,0.0,0.01,89.76,100.0
2024-08-08 12:15:00,12.86,51.44,4.48,0.02,0.01,94.43,100.0
2024-08-08 12:30:00,5.6,22.4,0.08,0.0,0.0,99.99,100.0
2024-08-08 12:45:00,6.04,24.16,0.16,0.02,0.0,99.96,100.0
2024-08-08 13:00:00,8.68,34.72,0.44,0.26,0.0,99.87,99.96
2024-08-08 13:15:00,13.52,54.08,6.74,0.08,0.01,89.5,100.0
2024-08-08 13:30:00,18.42,73.68,9.38,0.0,0.01,89.11,100.0
2024-08-08 13:45:00,19.3,77.2,10.24,0.0,0.01,88.34,100.0
2024-08-08 14:00:00,23.74,94.96,15.18,0.0,0.01,84.25,100.0
2024-08-08 14:15:00,22.26,89.04,11.86,0.0,0.01,88.26,100.0
2024-08-08 14:30:00,20.08,80.32,9.9,0.0,0.01,89.69,100.0
2024-08-08 14:45:00,18.6,74.4,9.78,0.0,0.01,88.51,100.0
2024-08-08 15:00:00,19.32,77.28,9.78,0.0,0.01,89.22,100.0
2024-08-08 15:15:00,21.16,84.64,9.44,0.0,0.01,91.32,100.0
2024-08-08 15:30:00,19.36,77.44,9.4,0.0,0.01,89.96,100.0
2024-08-08 15:45:00,18.88,75.52,9.88,0.0,0.01,88.6,100.0
2024-08-08 16:00:00,18.96,75.84,9.82,0.0,0.01,88.8,100.0
2024-08-08 16:15:00,22.1,88.4,9.78,0.0,0.01,91.45,100.0
2024-08-08 16:30:00,19.18,76.72,9.64,0.0,0.01,89.35,100.0
2024-08-08 16:45:00,19.14,76.56,9.3,0.0,0.01,89.94,100.0
2024-08-08 17:00:00,19.18,76.72,9.54,0.0,0.01,89.54,100.0
2024-08-08 17:15:00,19.12,76.48,9.42,0.0,0.01,89.7,100.0
2024-08-08 17:30:00,18.96,75.84,9.38,0.0,0.01,89.63,100.0
2024-08-08 17:45:00,14.28,57.12,7.14,0.0,0.01,89.44,100.0
2024-08-08 18:00:00,18.5,74.0,9.68,0.0,0.01,88.6,100.0
2024-08-08 18:15:00,6.34,25.36,3.54,0.02,0.0,87.31,100.0
2024-08-08 18:30:00,0.32,1.28,0.0,0.0,0.0,100.0,100.0
2024-08-08 18:45:00,0.3,1.2,0.0,0.0,0.0,100.0,100.0
2024-08-08 19:00:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-08 19:15:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-08 19:30:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-08 19:45:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-08 20:00:00,0.3,1.2,0.0,0.0,0.0,100.0,100.0
2024-08-08 20:15:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-08 20:30:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-08 20:45:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-08 21:00:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-08 21:15:00,0.7,2.8,0.0,0.0,0.0,100.0,100.0
2024-08-08 21:30:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-08 21:45:00,0.3,1.2,0.0,0.0,0.0,100.0,100.0
2024-08-08 22:00:00,0.3,1.2,0.0,0.0,0.0,100.0,100.0
2024-08-08 22:15:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-08 22:30:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-08 22:45:00,0.22,0.88,0.0,0.0,0.0,100.0,100.0
2024-08-08 23:00:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-08 23:15:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-08 23:30:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-08 23:45:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-09 00:00:00,0.28,1.12,0.0,0.0,0.0,100.0,100.0
2024-08-09 00:15:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-09 00:30:00,0.24,0.96,0.0,0.0,0.0,100.0,100.0
2024-08-09 00:45:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-09 01:00:00,0.64,2.56,0.0,0.0,0.0,100.0,100.0
2024-08-09 01:15:00,0.26,1.04,0.0,0.0,0.0,100.0,100.0
2024-08-09 01:30:00,5.14,20.56,0.0,0.0,0.0,100.0,100.0
2024-08-09 01:45:00,5.88,23.52,0.0,0.0,0.0,100.0,100.0
2024-08-09 02:00:00,5.88,23.52,0.0,0.0,0.0,100.0,100.0
2024-08-09 02:15:00,5.84,23.36,0.0,0.0,0.0,100.0,100.0
2024-08-09 02:30:00,5.8,23.2,0.0,0.0,0.0,100.0,100.0
2024-08-09 02:45:00,5.84,23.36,0.0,0.0,0.0,100.0,100.0
2024-08-09 03:00:00,5.82,23.28,0.0,0.0,0.0,100.0,100.0
2024-08-09 03:15:00,5.88,23.52,0.0,0.0,0.0,100.0,100.0
2024-08-09 03:30:00,5.86,23.44,0.0,0.0,0.0,100.0,100.0
2024-08-09 03:45:00,5.84,23.36,0.0,0.0,0.0,100.0,100.0
2024-08-09 04:00:00,5.84,23.36,0.0,0.0,0.0,100.0,100.0
2024-08-09 04:15:00,5.86,23.44,0.0,0.0,0.0,100.0,100.0
2024-08-09 04:30:00,6.2,24.8,0.0,0.0,0.0,100.0,100.0
2024-08-09 04:45:00,5.96,23.84,0.0,0.0,0.0,100.0,100.0
2024-08-09 05:00:00,5.9,23.6,0.0,0.0,0.0,100.0,100.0
2024-08-09 05:15:00,5.82,23.28,0.0,0.0,0.0,100.0,100.0
2024-08-09 05:30:00,5.86,23.44,0.0,0.0,0.0,100.0,100.0
2024-08-09 05:45:00,5.82,23.28,0.0,0.0,0.0,100.0,100.0
2024-08-09 06:00:00,5.86,23.44,0.0,0.0,0.0,100.0,100.0
2024-08-09 06:15:00,8.22,32.88,2.16,0.0,0.0,96.72,100.0
2024-08-09 06:30:00,16.0,64.0,1.7,0.82,0.01,99.44,99.87
2024-08-09 06:45:00,15.44,61.76,1.0,0.9,0.01,99.79,99.83
2024-08-09 07:00:00,15.52,62.08,0.98,0.88,0.01,99.8,99.84
2024-08-09 07:15:00,15.5,62.0,0.98,0.88,0.01,99.8,99.84
2024-08-09 07:30:00,11.58,46.32,0.5,0.48,0.01,99.91,99.91
2024-08-09 07:45:00,6.86,27.44,0.0,0.0,0.0,100.0,100.0
2024-08-09 08:00:00,7.28,29.12,0.42,0.0,0.0,99.83,100.0
2024-08-09 08:15:00,16.84,67.36,10.8,0.0,0.01,84.18,100.0
2024-08-09 08:30:00,19.28,77.12,9.32,0.0,0.01,90.03,100.0
2024-08-09 08:45:00,19.68,78.72,9.14,0.0,0.01,90.7,100.0
2024-08-09 09:00:00,22.8,91.2,8.88,0.0,0.01,93.18,100.0
2024-08-09 09:15:00,23.66,94.64,14.68,0.0,0.01,84.97,100.0
2024-08-09 09:30:00,24.3,97.2,14.7,0.0,0.01,85.56,100.0
2024-08-09 09:45:00,23.26,93.04,13.78,0.0,0.01,86.04,100.0
2024-08-09 10:00:00,19.28,77.12,9.16,0.0,0.01,90.32,100.0
2024-08-09 10:15:00,22.32,89.28,8.96,0.0,0.01,92.8,100.0
2024-08-09 10:30:00,19.14,76.56,9.2,0.0,0.01,90.13,100.0
2024-08-09 10:45:00,18.5,74.0,9.3,0.0,0.01,89.35,100.0
2024-08-09 11:00:00,22.6,90.4,14.16,0.0,0.01,84.74,100.0
2024-08-09 11:15:00,23.72,94.88,14.78,0.0,0.01,84.87,100.0
2024-08-09 11:30:00,20.48,81.92,10.44,0.0,0.01,89.09,100.0
2024-08-09 11:45:00,20.3,81.2,9.2,0.0,0.01,91.08,100.0
2024-08-09 12:00:00,21.46,85.84,9.12,0.0,0.01,92.03,100.0
2024-08-09 12:15:00,6.52,26.08,0.68,0.0,0.0,99.46,100.0
2024-08-09 12:30:00,6.68,26.72,0.12,0.02,0.0,99.98,100.0
2024-08-09 12:45:00,5.78,23.12,0.12,0.0,0.0,99.98,100.0
