max_demand_kW,reactive_usage_kWh_kVarh_inductive,reactive_usage_kWh_kVarh_capacitive,CO2_tCO2,usage_kWh_factor_inductive,usage_kWh_factor_capacitive,usage_kWh
1.357209739487234,1.5411133179679974,0.0,0.0,0.4272714204916493,0.0,1.4087375411656424
0.9708580851606857,1.371096138236287,0.0,0.0,-0.29186273492271675,0.0,0.9264353665987627
0.9373491108170966,1.286284461574268,0.0,0.0,-0.22489172546145927,0.0,0.8856303467952144
1.2516117498071562,1.371096138236287,0.0,0.0,0.43202902414412464,0.0,1.2749548163148459
1.202739401611731,1.3572607963804313,0.0,0.0,0.35079159039409313,0.0,1.2135007793474302
1.4000972947787338,1.458298383739067,0.0,0.0,0.59785042932513,0.0,1.4634381993489751
1.2185912283670985,1.7993381344386494,0.0,0.0,-0.3499797188856186,0.0,1.2333999815501564
1.4357370470140531,1.9072529343932485,0.0,0.0,0.09646569173273592,0.0,1.5090461704542686
1.5299270582325486,1.8972747463224136,0.0,0.0,0.33060304013428116,0.0,1.6302058112700357
1.473315942524454,1.931936994847587,0.0,0.0,0.15265008227190022,0.0,1.5572789727327718
1.3667156881638804,1.6724173328582175,0.0,0.0,0.27459806753843596,0.0,1.4208442755006296
1.5361671763615636,1.584038549921335,0.0,0.0,0.6842045248510872,0.0,1.6382632952310303
1.4816336279982685,1.717681929322077,0.0,0.0,0.4548291544807232,0.0,1.5679741393945008
1.7037983769999,1.7120914451994902,0.0,0.0,0.7998414633381364,0.0,1.8560168648554314
1.295820116568778,1.6551170406542013,0.0,0.0,0.1319930184888506,0.0,1.3308012858660265
0.8140399331240142,0.7308667111701243,0.0,0.0,0.42536764584278247,0.0,0.7371274221977295
0.806846273168439,0.8673326220760583,0.0,0.0,0.19381675100988455,0.0,0.7285482262785754
0.9738409592350715,0.6367613277042948,0.0,0.0,0.7925452330389906,0.0,0.9300766002349914
1.011710387057765,1.1581249033442962,0.0,0.0,0.21335125478894817,0.0,0.9764278464767162
1.3667156881638804,1.7398559478965219,0.0,0.0,0.178157311447275,0.0,1.4208442755006296
1.3817112120965165,1.820446064485328,0.0,0.0,0.09250918540873411,0.0,1.4399629710109925
1.3220964922566838,1.5286405614041216,0.0,0.0,0.3718910659524668,0.0,1.3641064369611353
0.8728848334805728,1.204505322278644,0.0,0.0,-0.2619192590407271,0.0,0.8076612043845712
1.2602084180691628,1.8771350946758376,0.0,0.0,-0.3687434392761664,0.0,1.2857958281537079
1.4444221864834845,1.8051698442596786,0.0,0.0,-0.4980636396209603,0.0,1.520180733975032
1.4304837963078316,1.7299145799320275,0.0,0.0,-1.0774071357701274,0.0,1.5023151850052685
1.3629258348973377,1.6510540130517652,0.0,0.0,-1.2339947716222563,0.0,1.4160163211759003
1.3280485750823205,1.5682252418763818,0.0,0.0,-1.317439997443998,0.0,1.3716619200351796
1.3161031706531137,1.4810076540166823,0.0,0.0,-1.3232648170783652,0.0,1.3565027783242345
1.2230674744456262,1.388910001494321,0.0,0.0,-1.5499590303943427,0.0,1.2390250065522308
1.200450954180695,1.291353641714951,0.0,0.0,-1.6995889304175362,0.0,1.210630734425739
1.031435112575354,1.1876504929771925,0.0,0.0,-2.287563437953348,0.0,1.0006595122226165
0.915328909538134,1.0769735687334037,0.0,0.0,-2.5817416191347617,0.0,0.8589171605892326
0.3577114583671872,0.9583168747641507,0.0,0.0,-1.8147688643293485,0.0,0.21450706314304105
0.07270120032051389,0.44284380985206506,0.0,0.0,-1.428788160262865,0.0,-0.0851861689781126
0.08109964128479974,0.43069323077535276,0.0,0.0,-1.337260414015984,0.0,-0.0766985666754513
0.07270120032051389,0.44284380985206506,0.0,0.0,-1.428788160262865,0.0,-0.0851861689781126
