datetime,usage_kWh,max_demand_kW,reactive_usage_kWh_kVarh_inductive,reactive_usage_kWh_kVarh_capacitive,CO2_tCO2,usage_kWh_factor_inductive,usage_kWh_factor_capacitive
2024-08-12 00:00:00,0.26,1.04,0.22,0.0,0.0,76.34,100.0
2024-08-12 00:15:00,0.34,1.36,0.24,0.0,0.0,81.7,100.0
2024-08-12 00:30:00,0.28,1.12,0.22,0.0,0.0,78.63,100.0
2024-08-12 00:45:00,0.3,1.2,0.22,0.0,0.0,80.64,100.0
2024-08-12 01:00:00,0.3,1.2,0.24,0.0,0.0,78.09,100.0
2024-08-12 01:15:00,0.32,1.28,0.22,0.0,0.0,82.4,100.0
2024-08-12 01:30:00,0.3,1.2,0.22,0.0,0.0,80.64,100.0
2024-08-12 01:45:00,0.3,1.2,0.24,0.0,0.0,78.09,100.0
2024-08-12 02:00:00,0.3,1.2,0.22,0.0,0.0,80.64,100.0
2024-08-12 02:15:00,0.24,0.96,0.2,0.0,0.0,76.82,100.0
2024-08-12 02:30:00,0.34,1.36,0.24,0.0,0.0,81.7,100.0
2024-08-12 02:45:00,0.3,1.2,0.22,0.0,0.0,80.64,100.0
2024-08-12 03:00:00,0.28,1.12,0.22,0.0,0.0,78.63,100.0
2024-08-12 03:15:00,0.32,1.28,0.24,0.0,0.0,80.0,100.0
2024-08-12 03:30:00,0.28,1.12,0.22,0.0,0.0,78.63,100.0
2024-08-12 03:45:00,0.32,1.28,0.22,0.0,0.0,82.4,100.0
2024-08-12 04:00:00,0.32,1.28,0.26,0.0,0.0,77.61,100.0
2024-08-12 04:15:00,0.28,1.12,0.22,0.0,0.0,78.63,100.0
2024-08-12 04:30:00,0.28,1.12,0.2,0.0,0.0,81.37,100.0
2024-08-12 04:45:00,0.3,1.2,0.24,0.0,0.0,78.09,100.0
2024-08-12 05:00:00,0.3,1.2,0.22,0.0,0.0,80.64,100.0
2024-08-12 05:15:00,0.3,1.2,0.22,0.0,0.0,80.64,100.0
2024-08-12 05:30:00,0.32,1.28,0.24,0.0,0.0,80.0,100.0
2024-08-12 05:45:00,0.32,1.28,0.18,0.0,0.0,87.16,100.0
2024-08-12 06:00:00,0.28,1.12,0.22,0.0,0.0,78.63,100.0
2024-08-12 06:15:00,0.8,3.2,0.38,0.0,0.0,90.33,100.0
2024-08-12 06:30:00,1.7,6.8,0.92,0.0,0.0,87.95,100.0
2024-08-12 06:45:00,4.28,17.12,3.2,0.0,0.0,80.09,100.0
2024-08-12 07:00:00,4.16,16.64,3.94,0.0,0.0,72.6,100.0
2024-08-12 07:15:00,5.38,21.52,4.3,0.0,0.0,78.12,100.0
2024-08-12 07:30:00,8.48,33.92,5.82,0.0,0.0,82.45,100.0
2024-08-12 07:45:00,8.7,34.8,6.46,0.0,0.0,80.29,100.0
2024-08-12 08:00:00,7.98,31.92,5.02,0.0,0.0,84.64,100.0
2024-08-12 08:15:00,7.68,30.72,5.64,0.0,0.0,80.6,100.0
2024-08-12 08:30:00,6.54,26.16,6.06,0.0,0.0,73.35,100.0
2024-08-12 08:45:00,6.28,25.12,4.3,0.0,0.0,82.51,100.0
2024-08-12 09:00:00,9.44,37.76,4.0,0.0,0.0,92.08,100.0
2024-08-12 09:15:00,6.48,25.92,2.94,0.04,0.0,91.07,100.0
2024-08-12 09:30:00,8.68,34.72,2.54,0.0,0.0,95.98,100.0
2024-08-12 09:45:00,7.2,28.8,3.12,0.02,0.0,91.76,100.0
2024-08-12 10:00:00,7.52,30.08,3.18,0.0,0.0,92.1,100.0
2024-08-12 10:15:00,8.56,34.24,4.02,0.0,0.0,90.52,100.0
2024-08-12 10:30:00,9.44,37.76,4.78,0.0,0.0,89.21,100.0
2024-08-12 10:45:00,11.98,47.92,4.0,0.08,0.01,94.85,100.0
2024-08-12 11:00:00,11.5,46.0,3.66,0.0,0.01,95.29,100.0
2024-08-12 11:15:00,7.24,28.96,2.76,0.0,0.0,93.44,100.0
2024-08-12 11:30:00,7.52,30.08,2.44,0.0,0.0,95.12,100.0
2024-08-12 11:45:00,7.02,28.08,2.48,0.22,0.0,94.29,99.95
2024-08-12 12:00:00,6.94,27.76,3.18,0.0,0.0,90.91,100.0
2024-08-12 12:15:00,7.28,29.12,4.12,0.0,0.0,87.03,100.0
2024-08-12 12:30:00,10.92,43.68,4.14,0.0,0.01,93.51,100.0
2024-08-12 12:45:00,7.16,28.64,2.96,0.0,0.0,92.41,100.0
2024-08-12 13:00:00,5.02,20.08,2.18,0.0,0.0,91.72,100.0
2024-08-12 13:15:00,7.34,29.36,2.04,0.0,0.0,96.35,100.0
2024-08-12 13:30:00,4.1,16.4,1.74,0.02,0.0,92.05,100.0
2024-08-12 13:45:00,6.9,27.6,1.94,0.0,0.0,96.27,100.0
2024-08-12 14:00:00,4.94,19.76,1.84,0.0,0.0,93.71,100.0
2024-08-12 14:15:00,4.04,16.16,1.1,0.0,0.0,96.49,100.0
2024-08-12 14:30:00,3.46,13.84,0.72,0.0,0.0,97.9,100.0
2024-08-12 14:45:00,2.78,11.12,0.92,0.0,0.0,94.94,100.0
2024-08-12 15:00:00,5.92,23.68,2.06,0.0,0.0,94.45,100.0
2024-08-12 15:15:00,4.62,18.48,2.28,0.0,0.0,89.67,100.0
2024-08-12 15:30:00,6.46,25.84,2.74,0.0,0.0,92.06,100.0
2024-08-12 15:45:00,7.82,31.28,3.28,0.0,0.0,92.22,100.0
2024-08-12 16:00:00,6.12,24.48,3.14,0.0,0.0,88.97,100.0
2024-08-12 16:15:00,4.38,17.52,2.82,0.0,0.0,84.08,100.0
2024-08-12 16:30:00,4.6,18.4,3.08,0.0,0.0,83.09,100.0
2024-08-12 16:45:00,4.3,17.2,3.04,0.0,0.0,81.65,100.0
2024-08-12 17:00:00,4.2,16.8,3.02,0.0,0.0,81.19,100.0
2024-08-12 17:15:00,3.74,14.96,2.8,0.0,0.0,80.05,100.0
2024-08-12 17:30:00,3.64,14.56,2.76,0.0,0.0,79.68,100.0
2024-08-12 17:45:00,3.46,13.84,2.7,0.0,0.0,78.84,100.0
2024-08-12 18:00:00,3.42,13.68,2.7,0.0,0.0,78.49,100.0
2024-08-12 18:15:00,3.38,13.52,2.7,0.0,0.0,78.13,100.0
2024-08-12 18:30:00,3.32,13.28,2.62,0.0,0.0,78.5,100.0
2024-08-12 18:45:00,2.92,11.68,2.32,0.0,0.0,78.3,100.0
2024-08-12 19:00:00,2.68,10.72,2.2,0.0,0.0,77.29,100.0
2024-08-12 19:15:00,2.14,8.56,2.0,0.0,0.0,73.06,100.0
2024-08-12 19:30:00,1.66,6.64,1.58,0.0,0.0,72.43,100.0
2024-08-12 19:45:00,0.56,2.24,0.54,0.0,0.0,71.98,100.0
2024-08-12 20:00:00,0.56,2.24,0.54,0.0,0.0,71.98,100.0
2024-08-12 20:15:00,0.5,2.0,0.46,0.0,0.0,73.59,100.0
2024-08-12 20:30:00,0.24,0.96,0.18,0.0,0.0,80.0,100.0
2024-08-12 20:45:00,0.28,1.12,0.18,0.0,0.0,84.12,100.0
2024-08-12 21:00:00,0.26,1.04,0.2,0.0,0.0,79.26,100.0
2024-08-12 21:15:00,0.28,1.12,0.2,0.0,0.0,81.37,100.0
2024-08-12 21:30:00,0.26,1.04,0.18,0.0,0.0,82.22,100.0
2024-08-12 21:45:00,0.3,1.2,0.2,0.0,0.0,83.21,100.0
2024-08-12 22:00:00,0.26,1.04,0.2,0.0,0.0,79.26,100.0
2024-08-12 22:15:00,0.26,1.04,0.18,0.0,0.0,82.22,100.0
2024-08-12 22:30:00,0.22,0.88,0.16,0.0,0.0,80.87,100.0
2024-08-12 22:45:00,0.28,1.12,0.18,0.0,0.0,84.12,100.0
2024-08-12 23:00:00,0.26,1.04,0.2,0.0,0.0,79.26,100.0
2024-08-12 23:15:00,0.24,0.96,0.16,0.0,0.0,83.21,100.0
2024-08-12 23:30:00,0.28,1.12,0.2,0.0,0.0,81.37,100.0
2024-08-12 23:45:00,0.26,1.04,0.2,0.0,0.0,79.26,100.0
2024-08-13 00:00:00,0.28,1.12,0.18,0.0,0.0,84.12,100.0
2024-08-13 00:15:00,0.26,1.04,0.18,0.0,0.0,82.22,100.0
2024-08-13 00:30:00,0.28,1.12,0.2,0.0,0.0,81.37,100.0
2024-08-13 00:45:00,0.3,1.2,0.14,0.02,0.0,90.62,99.78
2024-08-13 01:00:00,0.22,0.88,0.16,0.0,0.0,80.87,100.0
2024-08-13 01:15:00,0.28,1.12,0.2,0.0,0.0,81.37,100.0
2024-08-13 01:30:00,0.26,1.04,0.2,0.0,0.0,79.26,100.0
2024-08-13 01:45:00,0.3,1.2,0.2,0.0,0.0,83.21,100.0
2024-08-13 02:00:00,0.26,1.04,0.2,0.0,0.0,79.26,100.0
2024-08-13 02:15:00,0.28,1.12,0.2,0.0,0.0,81.37,100.0
2024-08-13 02:30:00,0.28,1.12,0.2,0.0,0.0,81.37,100.0
2024-08-13 02:45:00,0.28,1.12,0.2,0.0,0.0,81.37,100.0
2024-08-13 03:00:00,0.28,1.12,0.2,0.0,0.0,81.37,100.0
2024-08-13 03:15:00,0.24,0.96,0.2,0.0,0.0,76.82,100.0
2024-08-13 03:30:00,0.24,0.96,0.14,0.0,0.0,86.38,100.0
2024-08-13 03:45:00,0.26,1.04,0.2,0.0,0.0,79.26,100.0
2024-08-13 04:00:00,0.28,1.12,0.22,0.0,0.0,78.63,100.0
2024-08-13 04:15:00,0.62,2.48,0.22,0.04,0.0,94.24,99.79
2024-08-13 04:30:00,1.0,4.0,0.16,0.16,0.0,98.74,98.74
2024-08-13 04:45:00,0.3,1.2,0.18,0.0,0.0,85.75,100.0
2024-08-13 05:00:00,0.26,1.04,0.2,0.0,0.0,79.26,100.0
2024-08-13 05:15:00,0.28,1.12,0.18,0.0,0.0,84.12,100.0
2024-08-13 05:30:00,0.24,0.96,0.18,0.0,0.0,80.0,100.0
2024-08-13 05:45:00,0.28,1.12,0.2,0.0,0.0,81.37,100.0
2024-08-13 06:00:00,0.26,1.04,0.16,0.0,0.0,85.17,100.0
2024-08-13 06:15:00,0.6,2.4,0.2,0.06,0.0,94.87,99.5
2024-08-13 06:30:00,2.32,9.28,1.32,0.04,0.0,86.92,99.99
2024-08-13 06:45:00,2.06,8.24,1.12,0.0,0.0,87.85,100.0
2024-08-13 07:00:00,3.84,15.36,1.44,0.0,0.0,93.63,100.0
2024-08-13 07:15:00,9.44,37.76,4.2,0.0,0.0,91.37,100.0
2024-08-13 07:30:00,8.66,34.64,4.1,0.0,0.0,90.38,100.0
2024-08-13 07:45:00,11.04,44.16,4.04,0.0,0.01,93.91,100.0
2024-08-13 08:00:00,9.2,36.8,3.86,0.0,0.0,92.21,100.0
2024-08-13 08:15:00,7.26,29.04,3.58,0.0,0.0,89.69,100.0
2024-08-13 08:30:00,6.42,25.68,3.14,0.0,0.0,89.83,100.0
2024-08-13 08:45:00,6.38,25.52,2.96,0.2,0.0,90.71,99.95
2024-08-13 09:00:00,3.7,14.8,1.46,0.02,0.0,93.02,100.0
2024-08-13 09:15:00,1.5,6.0,0.58,0.0,0.0,93.27,100.0
2024-08-13 09:30:00,1.2,4.8,0.38,0.0,0.0,95.33,100.0
2024-08-13 09:45:00,1.2,4.8,0.36,0.0,0.0,95.78,100.0
2024-08-13 10:00:00,1.28,5.12,0.42,0.0,0.0,95.02,100.0
2024-08-13 10:15:00,1.78,7.12,0.82,0.0,0.0,90.83,100.0
2024-08-13 10:30:00,1.82,7.28,0.88,0.0,0.0,90.03,100.0
2024-08-13 10:45:00,2.82,11.28,1.68,0.0,0.0,85.91,100.0
2024-08-13 11:00:00,4.08,16.32,2.74,0.0,0.0,83.02,100.0
2024-08-13 11:15:00,4.02,16.08,2.76,0.0,0.0,82.44,100.0
2024-08-13 11:30:00,4.02,16.08,2.74,0.0,0.0,82.63,100.0
2024-08-13 11:45:00,5.06,20.24,3.52,0.0,0.0,82.09,100.0
2024-08-13 12:00:00,5.66,22.64,4.06,0.0,0.0,81.26,100.0
2024-08-13 12:15:00,5.12,20.48,3.68,0.0,0.0,81.2,100.0
2024-08-13 12:30:00,4.02,16.08,3.02,0.0,0.0,79.95,100.0
2024-08-13 12:45:00,4.3,17.2,2.86,0.0,0.0,83.26,100.0
2024-08-13 13:00:00,7.44,29.76,3.68,0.0,0.0,89.63,100.0
2024-08-13 13:15:00,7.48,29.92,3.8,0.0,0.0,89.15,100.0
2024-08-13 13:30:00,7.32,29.28,3.66,0.0,0.0,89.44,100.0
2024-08-13 13:45:00,10.5,42.0,3.62,0.0,0.01,94.54,100.0
2024-08-13 14:00:00,8.24,32.96,2.94,0.02,0.0,94.18,100.0
2024-08-13 14:15:00,5.28,21.12,1.1,0.12,0.0,97.9,99.97
2024-08-13 14:30:00,5.78,23.12,1.78,0.08,0.0,95.57,99.99
2024-08-13 14:45:00,6.94,27.76,2.54,0.0,0.0,93.91,100.0
2024-08-13 15:00:00,5.78,23.12,2.54,0.0,0.0,91.55,100.0
2024-08-13 15:15:00,5.28,21.12,2.48,0.0,0.0,90.51,100.0
2024-08-13 15:30:00,5.04,20.16,2.42,0.0,0.0,90.15,100.0
2024-08-13 15:45:00,5.08,20.32,2.48,0.0,0.0,89.86,100.0
2024-08-13 16:00:00,5.46,21.84,3.04,0.0,0.0,87.37,100.0
2024-08-13 16:15:00,8.82,35.28,3.8,0.0,0.0,91.84,100.0
2024-08-13 16:30:00,9.04,36.16,3.66,0.0,0.0,92.69,100.0
2024-08-13 16:45:00,9.88,39.52,4.58,0.0,0.0,90.73,100.0
2024-08-13 17:00:00,8.04,32.16,4.08,0.0,0.0,89.17,100.0
2024-08-13 17:15:00,5.88,23.52,3.96,0.0,0.0,82.94,100.0
2024-08-13 17:30:00,5.58,22.32,4.22,0.0,0.0,79.76,100.0
2024-08-13 17:45:00,4.64,18.56,3.82,0.0,0.0,77.2,100.0
2024-08-13 18:00:00,4.16,16.64,3.5,0.0,0.0,76.52,100.0
2024-08-13 18:15:00,3.9,15.6,3.38,0.0,0.0,75.57,100.0
2024-08-13 18:30:00,3.48,13.92,2.9,0.0,0.0,76.82,100.0
2024-08-13 18:45:00,1.76,7.04,1.28,0.0,0.0,80.87,100.0
2024-08-13 19:00:00,1.9,7.6,1.12,0.0,0.0,86.15,100.0
2024-08-13 19:15:00,1.94,7.76,1.16,0.0,0.0,85.83,100.0
2024-08-13 19:30:00,1.54,6.16,0.82,0.3,0.0,88.27,98.15
2024-08-13 19:45:00,1.48,5.92,0.8,0.3,0.0,87.97,98.01
2024-08-13 20:00:00,1.14,4.56,0.82,0.1,0.0,81.18,99.62
2024-08-13 20:15:00,0.96,3.84,0.88,0.0,0.0,73.72,100.0
2024-08-13 20:30:00,0.96,3.84,0.88,0.0,0.0,73.72,100.0
2024-08-13 20:45:00,0.92,3.68,0.88,0.0,0.0,72.26,100.0
2024-08-13 21:00:00,0.98,3.92,0.88,0.0,0.0,74.4,100.0
2024-08-13 21:15:00,0.9,3.6,0.84,0.0,0.0,73.11,100.0
2024-08-13 21:30:00,0.48,1.92,0.38,0.0,0.0,78.4,100.0
2024-08-13 21:45:00,0.34,1.36,0.24,0.0,0.0,81.7,100.0
2024-08-13 22:00:00,0.36,1.44,0.24,0.0,0.0,83.21,100.0
2024-08-13 22:15:00,0.32,1.28,0.24,0.0,0.0,80.0,100.0
2024-08-13 22:30:00,0.34,1.36,0.24,0.0,0.0,81.7,100.0
2024-08-13 22:45:00,0.32,1.28,0.24,0.0,0.0,80.0,100.0
2024-08-13 23:00:00,0.34,1.36,0.22,0.0,0.0,83.96,100.0
2024-08-13 23:15:00,0.3,1.2,0.2,0.0,0.0,83.21,100.0
2024-08-13 23:30:00,0.34,1.36,0.24,0.0,0.0,81.7,100.0
2024-08-13 23:45:00,0.34,1.36,0.26,0.0,0.0,79.44,100.0
2024-08-14 00:00:00,0.32,1.28,0.22,0.0,0.0,82.4,100.0
2024-08-14 00:15:00,0.32,1.28,0.22,0.0,0.0,82.4,100.0
2024-08-14 00:30:00,0.34,1.36,0.24,0.0,0.0,81.7,100.0
2024-08-14 00:45:00,0.32,1.28,0.22,0.0,0.0,82.4,100.0
2024-08-14 01:00:00,0.28,1.12,0.2,0.0,0.0,81.37,100.0
2024-08-14 01:15:00,0.3,1.2,0.22,0.0,0.0,80.64,100.0
2024-08-14 01:30:00,0.32,1.28,0.24,0.0,0.0,80.0,100.0
2024-08-14 01:45:00,0.36,1.44,0.24,0.0,0.0,83.21,100.0
2024-08-14 02:00:00,0.3,1.2,0.22,0.0,0.0,80.64,100.0
2024-08-14 02:15:00,0.36,1.44,0.24,0.0,0.0,83.21,100.0
2024-08-14 02:30:00,0.32,1.28,0.24,0.0,0.0,80.0,100.0
2024-08-14 02:45:00,0.34,1.36,0.24,0.0,0.0,81.7,100.0
2024-08-14 03:00:00,0.28,1.12,0.18,0.02,0.0,84.12,99.75
2024-08-14 03:15:00,0.32,1.28,0.24,0.0,0.0,80.0,100.0
2024-08-14 03:30:00,0.3,1.2,0.22,0.0,0.0,80.64,100.0
2024-08-14 03:45:00,0.82,3.28,0.22,0.14,0.0,96.58,98.57
2024-08-14 04:00:00,1.22,4.88,0.34,0.08,0.0,96.33,99.79
2024-08-14 04:15:00,1.16,4.64,0.42,0.0,0.0,94.03,100.0
2024-08-14 04:30:00,1.22,4.88,0.38,0.0,0.0,95.48,100.0
2024-08-14 04:45:00,1.16,4.64,0.36,0.0,0.0,95.51,100.0
2024-08-14 05:00:00,1.2,4.8,0.36,0.02,0.0,95.78,99.99
2024-08-14 05:15:00,1.14,4.56,0.32,0.04,0.0,96.28,99.94
2024-08-14 05:30:00,1.12,4.48,0.32,0.06,0.0,96.15,99.86
2024-08-14 05:45:00,1.26,5.04,0.36,0.08,0.0,96.15,99.8
2024-08-14 06:00:00,1.38,5.52,0.5,0.0,0.0,94.02,100.0
2024-08-14 06:15:00,1.3,5.2,0.54,0.0,0.0,92.35,100.0
2024-08-14 06:30:00,1.94,7.76,0.92,0.06,0.0,90.35,99.95
2024-08-14 06:45:00,5.26,21.04,2.44,0.12,0.0,90.72,99.97
2024-08-14 07:00:00,6.8,27.2,2.46,0.08,0.0,94.04,99.99
2024-08-14 07:15:00,7.48,29.92,3.46,0.0,0.0,90.76,100.0
2024-08-14 07:30:00,5.96,23.84,2.94,0.0,0.0,89.68,100.0
2024-08-14 07:45:00,9.66,38.64,3.94,0.0,0.0,92.59,100.0
2024-08-14 08:00:00,12.56,50.24,4.28,0.0,0.01,94.66,100.0
2024-08-14 08:15:00,11.44,45.76,4.54,0.0,0.01,92.95,100.0
2024-08-14 08:30:00,7.46,29.84,3.92,0.0,0.0,88.52,100.0
2024-08-14 08:45:00,11.64,46.56,4.36,0.0,0.01,93.65,100.0
2024-08-14 09:00:00,9.12,36.48,4.08,0.0,0.0,91.28,100.0
2024-08-14 09:15:00,7.66,30.64,2.68,0.2,0.0,94.39,99.97
2024-08-14 09:30:00,5.56,22.24,1.64,0.3,0.0,95.91,99.85
2024-08-14 09:45:00,5.38,21.52,2.44,0.3,0.0,91.07,99.84
2024-08-14 10:00:00,5.92,23.68,3.3,0.16,0.0,87.35,99.96
2024-08-14 10:15:00,4.28,17.12,2.82,0.0,0.0,83.5,100.0
2024-08-14 10:30:00,4.48,17.92,2.66,0.0,0.0,85.99,100.0
2024-08-14 10:45:00,5.56,22.24,3.24,0.0,0.0,86.4,100.0
2024-08-14 11:00:00,9.22,36.88,3.92,0.0,0.0,92.03,100.0
2024-08-14 11:15:00,9.72,38.88,4.56,0.0,0.0,90.53,100.0
2024-08-14 11:30:00,8.8,35.2,4.3,0.0,0.0,89.85,100.0
2024-08-14 11:45:00,5.54,22.16,3.78,0.0,0.0,82.6,100.0
2024-08-14 12:00:00,5.32,21.28,3.54,0.0,0.0,83.25,100.0
2024-08-14 12:15:00,7.76,31.04,3.78,0.0,0.0,89.9,100.0
2024-08-14 12:30:00,7.32,29.28,3.74,0.0,0.0,89.05,100.0
2024-08-14 12:45:00,9.26,37.04,4.04,0.0,0.0,91.66,100.0
2024-08-14 13:00:00,7.46,29.84,5.2,0.0,0.0,82.04,100.0
2024-08-14 13:15:00,9.66,38.64,5.62,0.0,0.0,86.44,100.0
2024-08-14 13:30:00,10.8,43.2,5.58,0.0,0.01,88.84,100.0
2024-08-14 13:45:00,10.1,40.4,5.72,0.0,0.0,87.01,100.0
2024-08-14 14:00:00,8.9,35.6,4.74,0.0,0.0,88.26,100.0
2024-08-14 14:15:00,10.88,43.52,4.44,0.0,0.01,92.59,100.0
2024-08-14 14:30:00,10.2,40.8,4.9,0.0,0.0,90.14,100.0
2024-08-14 14:45:00,13.26,53.04,4.88,0.0,0.01,93.85,100.0
2024-08-14 15:00:00,8.18,32.72,4.68,0.0,0.0,86.8,100.0
2024-08-14 15:15:00,4.58,18.32,2.24,0.0,0.0,89.83,100.0
2024-08-14 15:30:00,4.54,18.16,2.52,0.0,0.0,87.43,100.0
2024-08-14 15:45:00,5.56,22.24,2.06,0.0,0.0,93.77,100.0
2024-08-14 16:00:00,5.82,23.28,3.2,0.0,0.0,87.63,100.0
2024-08-14 16:15:00,8.9,35.6,4.98,0.0,0.0,87.27,100.0
2024-08-14 16:30:00,9.06,36.24,5.28,0.0,0.0,86.4,100.0
2024-08-14 16:45:00,8.44,33.76,4.26,0.0,0.0,89.27,100.0
2024-08-14 17:00:00,4.92,19.68,3.32,0.0,0.0,82.89,100.0
2024-08-14 17:15:00,7.84,31.36,5.5,0.0,0.0,81.86,100.0
2024-08-14 17:30:00,9.76,39.04,7.16,0.0,0.0,80.63,100.0
2024-08-14 17:45:00,9.6,38.4,8.38,0.0,0.0,75.34,100.0
2024-08-14 18:00:00,8.86,35.44,8.06,0.0,0.0,73.97,100.0
2024-08-14 18:15:00,8.5,34.0,7.9,0.0,0.0,73.25,100.0
2024-08-14 18:30:00,8.38,33.52,7.8,0.0,0.0,73.2,100.0
2024-08-14 18:45:00,7.5,30.0,7.38,0.0,0.0,71.28,100.0
2024-08-14 19:00:00,7.3,29.2,7.44,0.0,0.0,70.04,100.0
2024-08-14 19:15:00,5.96,23.84,6.9,0.0,0.0,65.37,100.0
2024-08-14 19:30:00,5.18,20.72,6.36,0.0,0.0,63.15,100.0
2024-08-14 19:45:00,2.6,10.4,2.72,0.0,0.0,69.1,100.0
2024-08-14 20:00:00,1.8,7.2,1.72,0.0,0.0,72.3,100.0
2024-08-14 20:15:00,1.82,7.28,1.7,0.0,0.0,73.08,100.0
2024-08-14 20:30:00,1.8,7.2,1.72,0.0,0.0,72.3,100.0
2024-08-14 20:45:00,1.82,7.28,1.7,0.0,0.0,73.08,100.0
2024-08-14 21:00:00,1.6,6.4,1.52,0.0,0.0,72.5,100.0
2024-08-14 21:15:00,0.98,3.92,0.96,0.0,0.0,71.44,100.0
2024-08-14 21:30:00,0.96,3.84,0.94,0.0,0.0,71.45,100.0
2024-08-14 21:45:00,0.94,3.76,0.94,0.0,0.0,70.71,100.0
2024-08-14 22:00:00,0.86,3.44,0.9,0.0,0.0,69.09,100.0
2024-08-14 22:15:00,0.86,3.44,0.82,0.0,0.0,72.37,100.0
2024-08-14 22:30:00,0.82,3.28,0.8,0.0,0.0,71.58,100.0
2024-08-14 22:45:00,0.84,3.36,0.8,0.0,0.0,72.41,100.0
2024-08-14 23:00:00,0.6,2.4,0.54,0.02,0.0,74.33,99.94
2024-08-14 23:15:00,0.56,2.24,0.42,0.04,0.0,80.0,99.75
2024-08-14 23:30:00,0.52,2.08,0.42,0.02,0.0,77.79,99.93
2024-08-14 23:45:00,0.54,2.16,0.4,0.06,0.0,80.36,99.39
2024-08-15 00:00:00,0.44,1.76,0.38,0.0,0.0,75.68,100.0
2024-08-15 00:15:00,0.32,1.28,0.22,0.0,0.0,82.4,100.0
2024-08-15 00:30:00,0.3,1.2,0.22,0.0,0.0,80.64,100.0
2024-08-15 00:45:00,0.36,1.44,0.26,0.0,0.0,81.07,100.0
2024-08-15 01:00:00,0.34,1.36,0.24,0.0,0.0,81.7,100.0
2024-08-15 01:15:00,0.34,1.36,0.24,0.02,0.0,81.7,99.83
2024-08-15 01:30:00,0.36,1.44,0.26,0.0,0.0,81.07,100.0
2024-08-15 01:45:00,0.4,1.6,0.28,0.0,0.0,81.92,100.0
2024-08-15 02:00:00,0.36,1.44,0.24,0.02,0.0,83.21,99.85
2024-08-15 02:15:00,0.34,1.36,0.24,0.0,0.0,81.7,100.0
2024-08-15 02:30:00,0.34,1.36,0.22,0.02,0.0,83.96,99.83
2024-08-15 02:45:00,0.26,1.04,0.18,0.0,0.0,82.22,100.0
2024-08-15 03:00:00,0.28,1.12,0.18,0.0,0.0,84.12,100.0
2024-08-15 03:15:00,0.28,1.12,0.22,0.0,0.0,78.63,100.0
2024-08-15 03:30:00,0.3,1.2,0.18,0.02,0.0,85.75,99.78
2024-08-15 03:45:00,0.3,1.2,0.2,0.0,0.0,83.21,100.0
2024-08-15 04:00:00,0.32,1.28,0.22,0.0,0.0,82.4,100.0
2024-08-15 04:15:00,0.34,1.36,0.22,0.0,0.0,83.96,100.0
2024-08-15 04:30:00,0.36,1.44,0.2,0.0,0.0,87.42,100.0
2024-08-15 04:45:00,0.28,1.12,0.2,0.0,0.0,81.37,100.0
2024-08-15 05:00:00,0.3,1.2,0.2,0.0,0.0,83.21,100.0
2024-08-15 05:15:00,0.3,1.2,0.22,0.0,0.0,80.64,100.0
2024-08-15 05:30:00,0.28,1.12,0.2,0.0,0.0,81.37,100.0
2024-08-15 05:45:00,0.32,1.28,0.22,0.0,0.0,82.4,100.0
2024-08-15 06:00:00,0.3,1.2,0.2,0.0,0.0,83.21,100.0
2024-08-15 06:15:00,0.32,1.28,0.24,0.0,0.0,80.0,100.0
2024-08-15 06:30:00,0.32,1.28,0.22,0.0,0.0,82.4,100.0
2024-08-15 06:45:00,1.66,6.64,1.12,0.0,0.0,82.9,100.0
2024-08-15 07:00:00,4.14,16.56,2.88,0.0,0.0,82.09,100.0
2024-08-15 07:15:00,5.8,23.2,3.7,0.0,0.0,84.31,100.0
2024-08-15 07:30:00,8.36,33.44,4.78,0.0,0.0,86.81,100.0
2024-08-15 07:45:00,9.24,36.96,6.06,0.0,0.0,83.62,100.0
2024-08-15 08:00:00,8.24,32.96,5.18,0.0,0.0,84.66,100.0
2024-08-15 08:15:00,6.38,25.52,5.24,0.0,0.0,77.28,100.0
2024-08-15 08:30:00,9.66,38.64,6.52,0.0,0.0,82.89,100.0
2024-08-15 08:45:00,11.8,47.2,6.3,0.0,0.01,88.21,100.0
2024-08-15 09:00:00,11.1,44.4,6.3,0.0,0.01,86.97,100.0
2024-08-15 09:15:00,7.22,28.88,4.36,0.0,0.0,85.6,100.0
2024-08-15 09:30:00,8.08,32.32,4.18,0.0,0.0,88.82,100.0
2024-08-15 09:45:00,7.64,30.56,4.48,0.0,0.0,86.26,100.0
2024-08-15 10:00:00,9.38,37.52,5.38,0.0,0.0,86.74,100.0
2024-08-15 10:15:00,6.04,24.16,4.58,0.0,0.0,79.68,100.0
2024-08-15 10:30:00,7.4,29.6,3.58,0.0,0.0,90.02,100.0
2024-08-15 10:45:00,3.36,13.44,2.82,0.0,0.0,76.6,100.0
2024-08-15 11:00:00,6.4,25.6,3.02,0.0,0.0,90.44,100.0
2024-08-15 11:15:00,6.16,24.64,4.44,0.0,0.0,81.12,100.0
2024-08-15 11:30:00,2.68,10.72,3.24,0.0,0.0,63.74,100.0
2024-08-15 11:45:00,2.2,8.8,2.24,0.0,0.0,70.07,100.0
2024-08-15 12:00:00,3.42,13.68,1.98,0.02,0.0,86.54,100.0
2024-08-15 12:15:00,4.48,17.92,1.9,0.14,0.0,92.06,99.95
2024-08-15 12:30:00,5.48,21.92,1.68,0.38,0.0,95.61,99.76
